emotion,lyric
외로움,아무리 멀리 멀리 떠나 보내도 돌아오는 난 가을 타나 봐
외로움,내 곁을 스쳐가는 많은 사람들 뭘 해도 채워지지 않는 시간들
외로움,아무리 잊어봐도 짙어져 가는 외로운 계절이 왔나 봐
외로움,You're always breathing in my mind 가슴 한구석이 시려와
외로움,Baby I'm missing you every night 니가 그리워
외로움,나 외로웠나 봐 니가 없는 이 거리에 나 혼자 널 서성이나 봐
외로움,참 보고 싶나 봐 너를 보내놓고 아직 나 혼자 널 사랑하나 봐
외로움,아직인가 봐 사랑하나 봐
외로움,니가 날 떠나가던 시린 이 계절이 돌아오면 가을 타나 봐
외로움,그리운가 봐 가을 타나 봐
외로움,미안해 내 탓이야 고마워 덕분이야
외로움,툭하면 내뱉던 네 그 말버릇
외로움,너도 힘든 걸 난 다 아는데
외로움,아마 넌 내가 바본 줄 아나 봐
외로움,우는 얼굴로 나 힘들다 하면
외로움,정말 나아질까
외로움,그럼 누가 힘들까 아프다 징징대면
외로움,모두 다 괜찮아지는데
외로움,아마 너와 난 착각 속에
외로움,서로를 가둬둔 지 몰라
외로움,아냐 너는 날 이해 못 해
외로움,걱정 어린 네 눈을 볼 때면
외로움,Baby I'm so Lonely so Lonely
외로움,나는 혼자 있는 것만 같아요
외로움,지친 널 볼 때면 내가 너에게
외로움,혹시 짐이 될까 많이 버거울까
외로움,나도 혼자 있는 것만 같아요
외로움,그래도 너에게 티 내기 싫어
외로움,나는 혼자 참는 게 더 익숙해
외로움,날 이해해줘
외로움,우린 함께 있지만 같이 걷질 않잖아
외로움,외로움과 괴로움 기억 하나 차인 건데
외로움,넌 왜 자꾸 다르게만 적으려 하는 건지
외로움,날 내버려 둬
외로움,그래도 너에게 숨기기 싫어
외로움,온종일 비가 온 날은
외로움,하얀 얼굴로 그대를 만나리
외로움,오랜 허물 모두 비우고
외로움,그대를 내 맘에 담으리
외로움,언젠가 그대와 나는
외로움,비를 맞으며 이 길을 걸었지
외로움,우리 서로 의지하면서
외로움,한없이 이 길을 걸었지
외로움,나 이제 외로움을 알아요
외로움,그대 나를 떠난 뒤
외로움,스쳐가는 지난 일들은
외로움,비처럼 내 마음을 적시네
외로움,나 지울 수 없는 지난 추억을
외로움,이제 와 생각해보네
외로움,이 비를 맞으며 걷던 이 길을
외로움,나 홀로 걸어가 보네
외로움,그대 떠난 뒤
외로움,뒤척이며 잠에서 깨면
외로움,문득 그대가 없다는 생각에
외로움,내 머리 맡에 걸어놓은
외로움,그대의 사진 보며
외로움,이렇게 또 하루 시작되네요
외로움,끝인가요 후회만 남은 사랑
외로움,처음으로 돌아갈 순 없나요
외로움,뒤돌아 봐요 휘청거리는 내 인생을
외로움,가눌 수 없는 내 마음도
외로움,모두 가져갈 순 없나요
외로움,편안하길 바란다구요
외로움,나의 편안함은 바로 그대죠
외로움,다 받기만을 바래왔었던 난
외로움,그대 소중함을 이제야 알죠
외로움,모두 가져 갈 순 없나요
외로움,긴 하룰 보내야겠죠
외로움,끝도 없는 외로움을 숨기며
외로움,긴 하루를 보내요
외로움,깊어가는 이 밤이
외로움,오늘은 너무 싫어요
외로움,(오늘밤이 싫어요)
외로움,혼자 보낼 이 밤
외로움,너무나 외로워요
외로움,(이 밤이 외로워)
외로움,그대는 어디 있나요
외로움,사랑하고 싶어요
외로움,그대와 마주보며
외로움,함께 있고 싶어요
외로움,때론 친구같이
외로움,때론 연인같이
외로움,너만 바라볼 수 있는
외로움,내가 되어줄게
외로움,내가 되어볼게
외로움,항상 니 옆에 있을게
외로움,오늘밤은 유난히
외로움,달빛이 외로워 보여
외로움,내 맘을 달래주는
외로움,널 바라보며 잠들어
외로움,수많은 사람들 중에
외로움,누구를 만난다는게
외로움,요즘 들어서 난
외로움,어렵게 느껴질까
외로움,"Lonely, Im Mr Lonely"
외로움,나는 외로운 남자에요
외로움,I have nobody for my own
외로움,내겐 아무도 없어요.
외로움,Im so lonely. Im Mr Lonely
외로움,나는 너무 외로워요.나는 외로운 남자에요
외로움,Wish I had someone to call on the phone
외로움,나는 내가 전화할 누군가 있으면 좋겠어요..
외로움,"Now Im a soldier, a lonely soldier,"
외로움,나는 이제 군인이예요. 외로운 군인이에요
외로움,Away from home through no wish of my own.
외로움,집을 떠나서부터 내 소망은 아무것도 없죠.
외로움,"Thats why Im lonely, Im Mr. Lonely,"
외로움,그래서 나는 외로워요. 나는 외로운 남자예요
외로움,I wish that I could go back home
외로움,나는 집으로 돌아가고 싶어요..
외로움,"Letters, never a letter"
외로움,편지 한장 받아보지 못했죠.
외로움,I get no letters in the mail
외로움,우편물들속에 내게 온 것은 없죠.
외로움,"Ive been forgotten, yeah, Im forgotten"
외로움,"나는 잊혀졌어요, 예, 잊혀졌어요.."
외로움,"Oh, how I wonder how is it Ive failed"
외로움,내가 어떻게 실패했는지 난 궁금해요..
외로움,"Now Im a soldier, a lonely soldier"
외로움,나는 군인이예요. 외로운 군인이예요
외로움,Away from home through no wish of my own
외로움,집으로 부터 떠나서 내 소망은 아무것도 없어요.
외로움,Thats why Im lonely
외로움,그래서 나는 외로워요...
외로움,Im Mr Lonely
외로움,나는 외로운 남자예요..
외로움,나는 집으로 돌아가고 싶어요...
외로움,거리를 하루종일 비가내리고
외로움,끝없이 쓸쓸한 밤이 오면
외로움,내마음 갈곳 몰라 서성거리네
외로움,이밤을 적시는 비는 내리네
외로움,어제는 밤길을 홀로 걸었죠
외로움,스치는 바람 친구같애요
외로움,하늘에 흘러간 구름 하나
외로움,행복했던 나의 꿈 저만치 가네
외로움,이젠 나에게 그 누가 있어
외로움,따스한 그 미소를 내게 주려나
외로움,외로워요 보고싶어요
외로움,마지막 나의 사랑만
외로움,오늘도 바쁘게 살아왔어요
외로움,그대는 곁에 없는데
외로움,이젠 나에게 그 누가 있어 따스한 그 미소를 내게 주려나
외로움,마지막 내사랑아 오늘도 바쁘게 왔어요
외로움,이제야 그대 옆에 있는데
외로움,이렇게 되길 너무 바래왔는데
외로움,마음 숨기며 바라만 보던
외로움,혼자일때보다 힘이 들어요
외로움,그댄 언제나 웃고 있는 사람이었죠
외로움,걱정스런 얼굴은 보인적 없었죠
외로움,요금 그대 모습은 내가 아는 사람이 아니죠
외로움,함께 있어도 외로워요
외로움,다시 돌아오길 바래요
외로움,그녀가 그대 곁으로
외로움,그대의 미소는 영원히 내것이 아닌가봐요
외로움,내가 아파져도 그래도 괜찮을만큼
외로움,사랑하는 사람이니까 oh~
외로움,행복하길 바라니까요
외로움,그대 눈속엔 한순간도 내가 없어요
외로움,더 이상은 그대를 볼 자신 없어요
외로움,내가 할수 있다면 그녈 닮아가고 싶었지만
외로움,헛된 일인걸 아는 걸요
외로움,그대의 미소는 영원히 내것이 아닌가 봐요
외로움,오늘 그댈 보내주지만 난 슬프지 않죠
외로움,마지막 내 사랑이니까요
외로움,다시 돌아가길 바래요
외로움,그녀가 있는 곳으로
외로움,그대의 사랑은 이렇게 끝나지 않을거에요
외로움,나를 떠나가도 하나만 약속해줘요
외로움,따뜻한 사람이었다고 oh~
외로움,가끔씩만 생각해줘요
외로움,좋은 여잘 만났었다고
외로움,이 밤이 외로워요 혼자는 싫어요
외로움,하늘의 달과 별과 얘기 할까요
외로움,이 밤이 외로워요 말하고 싶어요
외로움,하늘의 달과 별도 대답 없네요
외로움,해가 지면 시무룩 해져
외로움,달이 뜨면 연락 좀 해줘
외로움,슬리퍼도 지 짝이 있다는데
외로움,슬프게도 내 짝은 어디에
외로움,내 눈에 시력은 1.5
외로움,그렇다고 눈은 높지 않아
외로움,머리부터 발끝까지 7.5
외로움,그렇다고 키는 작지 않아
외로움,응큼하게 들이 대지 않아
외로움,그러니깐 겁먹지는 마요
외로움,오늘 밤에 나와 라떼 어때요
외로움,외로워요 이 밤이 외로워요
외로움,외로워요 낮에도 외로워요
외로움,혼자인 것만 같아
외로움,늘 다른 곳을 향한 너의 시선도
외로움,이미 익숙해졌나 봐
외로움,너의 맘 어디에도 난 보이지를 않아
외로움,사소한 다툼들에 변명조차 하질 않아
외로움,어느새 익숙해 화도 나질 않고
외로움,겹겹이 쌓여가는 감정들에 지쳐만 가
외로움,점점 더 외로워지는 것 같아
외로움,혼자인 것만 같아 그래
외로움,나만 그런 것 같아 그래
외로움,함께 있어도 혼자인 것만 같은
외로움,그런 하루하루 사이 어디쯤에
외로움,혼자 남은 것 같아 그래
외로움,언제부턴지 사실 나도 기억이 나질 않아
외로움,그랬나 봐 지겨워졌나 봐 그래 우리 그만하자
외로움,미안하다는 말도 잘못했다는 말도 난
외로움,듣고 싶질 않아 그냥 그만두자
외로움,우리가 함께하는 내일은 이제 더 이상
외로움,사실 난 그려지지가 않아
외로움,아무리 애를 써봐도 여기까진 거야 너와 나는
외로움,푹 꺼진 너의 목소리도
외로움,감정 없는 너의 눈빛도
외로움,이젠 더 이상 보고 싶지는 않아
외로움,그래 참 길었던 우리 여기까지
외로움,혼자 남겨질까 봐 그래
외로움,뭐가 그리도 겁이 난 건지 정말 바보처럼
외로움,붙잡고서 왜 놓지를 못해
외로움,그래 이제 그만할래
외로움,혼자 먹고 혼자 자고 혼자서 노는 거
외로움,내 주변에 다들 그렇게 살아
외로움,근데 너 없이는 난 못 살아
외로움,All I want is you
외로움,어디에도 네가 없는데
외로움,어딜 가도 너의 잔상이 묻어 있어
외로움,방에 캔들은 굳어 있고
외로움,같이 키우던 화초는 죽어 있어
외로움,그게 미칠 것 같아
외로움,도망치듯 낯설은 공간을 시추해도
외로움,몇 분도 채 안 돼 그곳에 네가 꽉 채워지는 낯익은 situation
외로움,얼마나 참았고
외로움,너그러웠고
외로움,날 이해해줬는지
외로움,이제야 알았어
외로움,얼마나 애 같고
외로움,난 이기적이었는지
외로움,혼자는 너무 넓고 너무 넉넉하고 너무 많이 남아
외로움,습관이 참 무서워 뭐든지 두 개씩 장바구니 속에 담아
외로움,너 없는 집은 암막 의미 없어 햇빛과 네온
외로움,고독의 품속에서 닿을 듯한
외로움,눈빛과 체온
외로움,그게 생각나서 한잔
외로움,어떤 날은 네 생각을 하고 싶어 한잔
외로움,왜 너 떠난 이유는 뒤늦게 선명해지는지
외로움,바보 같아
외로움,허전함 속에 눈을 떠
외로움,침대엔 나 혼자 누워 있어
외로움,술이 내 방 불을 꺼
외로움,눈은 보기 싫게 부어 있어
외로움,너 없이도 숨은 쉬어
외로움,근데 난 반쯤 죽어 있어
외로움,눈 뜨고 있어도 난 자고 있어
외로움,웃고 있어도 난 울고 있어
외로움,난 이기적이라서 혼자가 더 편해
외로움,우리 크게 다툴 때마다 그래서 아플 때마다 나 네게 건넨
외로움,무심코 던진 말 몇 마디 때문에 언제나 항상 내 편에
외로움,서 있던 네가 울었다는 게 지금 없다는 게 계속 못 견디게 불편해
외로움,일할 땐 날 좀 내버려 둬 라고 난 널 굳이 타박했지
외로움,근데 지금 난 아무것도 못 하겠어 너 없이 난 의지박약해
외로움,무지 막막해 혼자서 울지 꼴사납게
외로움,네가 없는 식탁은 맛이 없어 찬장에 술만 줄지 자작해
외로움,말할게 난 밑바닥에 있어 너만이 날 나답게 해
외로움,더 잘할게 내가 미안해 할 말 없어 난 사과밖에
외로움,난 단순해 안 복잡해 딱 너 하나만 바랄게
외로움,넌 단 하나의 돛단배 외로움뿐인 내 바다에
외로움,아침에 눈을 떴을 때 텅 빈 방안에 나 홀로
외로움,빈자리 거닐면서 많은 생각들에 잠겨
외로움,지워질 수 없는 기억 돌이킬 수 없는 우리
외로움,헤어날 수 없는 나와 멀어져만 가는 너를 바라봐
외로움,누군가 한 말 처럼 언젠가 만날 거라 그렇게 우린 헤어진 거야
외로움,집에 오는 길을 홀로 텅 빈 방 침대에 홀로 너와의 기억에 홀로
외로움,나 홀로 무뎌질 가슴 안고 추억 속에 살아 홀로
외로움,방안에서 깨면 홀로 늘 있던 니가 없어 익숙해지겠지
외로움,나 홀로
외로움,그 때를 기억하니 너와 내가 우리란 말로
외로움,함께 할 수 있었던 그 날의 사랑들을
외로움,잠시 맞잡았던 두 손 차마 놀 수 없어 붙잡았던 우리라 해도
외로움,그립고 그리워 그저 바라만 봐야 했어
외로움,집에 오는 길을 홀로 텅 빈 방 침대에 홀로
외로움,너와의 기억에 홀로 나 홀로 무뎌질 가슴 안고 추억 속에 살아 홀로
외로움,지난 시간들이 그리워 힘든 건지 내 손길만을 기다린 건지
외로움,다른 누군갈 만날 내 모습 바란 건지
외로움,그저 날 사랑한다 말해줘
외로움,너와의 기억에 홀로 나 홀로 무뎌질 가슴 안고 살아
외로움,보고 싶어 매일 널 그리며 살아
외로움,다시 아파한다 해도 내게 손 내밀어
외로움,그저 날 사랑한다고 말해줘
외로움,(이제 더 이상) 잊혀질 그 날처럼 처음 날 만나서 설레었던
외로움,그 날 그 때로 다시 돌아와
외로움,나 하나만 바라보며 사랑한다고 말했던 그 때의 우리로 돌아갈래
외로움,(집에 오는 길을 홀로 텅 빈 방 침대에 홀로
외로움,방안에서 깨면 홀로 늘 있던 니가 없어 익숙해지겠지 나 홀로)
